case_id,query,draft_relevance,lexical_top_5,dense_top_5,hybrid_top_5,hybrid-rerank_top_5,mrr_delta,ndcg_at_10_delta,reviewed_labels,reviewer,notes,draft_positive_titles,lexical_top_5_titles,dense_top_5_titles,hybrid_top_5_titles,hybrid-rerank_top_5_titles
official-18-1,"Lead, Data Operations Global Expansion","{""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"": 3}","[""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""3cff0238e9827ea8937e6bcbb0a6cc3e2cc5e5ea7ba7597bacb353d3de745bbe""]","[""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7""]","[""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73""]","[""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73""]",0.0,0.0,,,,"Lead, Data Operations Global Expansion","Lead, Data Operations Global Expansion | Associate General Counsel, Commercial | Deployment Logistics Lead | Demand Planner | Helix AI Engineer, Perception","Lead, Data Operations Global Expansion | AI Data Operations Manager | Deployment Logistics Lead | Data Strategy Associate | Deployment Engineer (Data Collection)","Lead, Data Operations Global Expansion | Deployment Logistics Lead | AI Data Operations Manager | Associate General Counsel, Commercial | Demand Planner","Lead, Data Operations Global Expansion | Deployment Logistics Lead | AI Data Operations Manager | Associate General Counsel, Commercial | Demand Planner"
official-18-4,"Find roles focused on Lead, Data Operations Global Expansion","{""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"": 3}","[""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""23731858c455419d59ce5792533ec8a179c6327cdadbcf49ea15e73c1c081bba"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c""]","[""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7""]","[""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""23731858c455419d59ce5792533ec8a179c6327cdadbcf49ea15e73c1c081bba"", ""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""b77e6b3d7caede0bfbcf4d62df9841a707956651099051cf4de62dd3a2a3599e""]","[""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""23731858c455419d59ce5792533ec8a179c6327cdadbcf49ea15e73c1c081bba""]",0.0,0.0,,,,"Lead, Data Operations Global Expansion","Lead, Data Operations Global Expansion | Associate General Counsel, Commercial | Helix Data Creator | Helix AI Engineer, Training Performance | Helix AI Engineer, Data Infrastructure","Lead, Data Operations Global Expansion | AI Data Operations Manager | Deployment Logistics Lead | Data Strategy Associate | Deployment Engineer (Data Collection)","Lead, Data Operations Global Expansion | Deployment Logistics Lead | Helix Data Creator | Associate General Counsel, Commercial | Humanoid Robot Operator & Data Creator — Fontana, CA (Customer Site)","Lead, Data Operations Global Expansion | Deployment Logistics Lead | Demand Planner | AI Data Operations Manager | Helix Data Creator"
official-19-1,Manufacturing Software Test Engineer,"{""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"": 3}","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""0ee9c05cd018d22c3efa9f1a4c05e212a812157fd1c750bcf313cefe6035baa7""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""0ee9c05cd018d22c3efa9f1a4c05e212a812157fd1c750bcf313cefe6035baa7""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67""]",0.0,0.0,,,,Manufacturing Software Test Engineer,"Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Demand Planner | Connector & Interconnect Design Engineer | Reinforcement Learning Engineer – Whole Body Control","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Connector & Interconnect Design Engineer | State Estimation Engineer - Data Collection Systems | Software Engineer, Privacy & Data Governance","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Connector & Interconnect Design Engineer | Deployment Engineer - Commercial Site Team | Reinforcement Learning Engineer – Whole Body Control","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Demand Planner | Helix AI Engineer, Localization and Mapping | Connector & Interconnect Design Engineer"
official-19-2,Implement improvements to our existing end of line automation software,"{""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"": 3}","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""c1c05a8ba13a2926c42f725703c98fe23d061fca1b941341c82c68fd09fc1527""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242""]",0.0,0.0,,,,Manufacturing Software Test Engineer,"Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Deployment Engineer (Data Collection) | Lead, Data Operations Global Expansion | Helix AI Engineer, Data Infrastructure","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Training Performance | Helix AI Engineer, Reinforcement Learning","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | State Estimation Engineer - Data Collection Systems | Lead, Data Operations Global Expansion | Deployment Engineer (Data Collection)","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Software Engineer, Privacy & Data Governance | Deployment Engineer - Commercial Site Team | Deployment Engineer - Commercial Site Team"
official-19-3,5+ years of industry experience.,"{""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"": 3}","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe""]","[""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0""]","[""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67""]",0.0,0.0,,,,Manufacturing Software Test Engineer,"Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Software Engineer, Privacy & Data Governance | Data Strategy Associate | Deployment Engineer - Commercial Site Team","Software Engineer, Manufacturing Systems | State Estimation Engineer - Data Collection Systems | Manufacturing Software Test Engineer | AI Training Infrastructure Engineer – Humanoid Whole Body Control | Deployment Logistics Lead","Software Engineer, Manufacturing Systems | Manufacturing Software Test Engineer | State Estimation Engineer - Data Collection Systems | Deployment Engineer (Data Collection) | Software Engineer, Privacy & Data Governance",Manufacturing Software Test Engineer | Deployment Engineer - Commercial Site Team | Deployment Engineer - Commercial Site Team | Deployment Engineer (Data Collection) | Connector & Interconnect Design Engineer
official-19-4,Find roles focused on Manufacturing Software Test Engineer,"{""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"": 3}","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""0a0fc1829659ebd979c603141aaea41d021b93f09dc893d3d9bbd68efaeefbdc""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe""]",0.0,0.0,,,,Manufacturing Software Test Engineer,"Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Demand Planner | Connector & Interconnect Design Engineer | Associate General Counsel, Commercial","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | State Estimation Engineer - Data Collection Systems | Connector & Interconnect Design Engineer | Helix AI Engineer, Modeling","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Connector & Interconnect Design Engineer | Helix AI Engineer, Training Performance | Deployment Engineer - Commercial Site Team","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Demand Planner | Deployment Engineer - Commercial Site Team | Deployment Engineer - Commercial Site Team"
official-19-5,岗位职责匹配：Implement improvements to our existing end of line automation software,"{""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"": 3}","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73""]","[""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242""]",0.0,0.0,,,,Manufacturing Software Test Engineer,"Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Deployment Engineer (Data Collection) | Lead, Data Operations Global Expansion | Helix AI Engineer, Data Infrastructure","Manufacturing Software Test Engineer | State Estimation Engineer - Data Collection Systems | Demand Planner | Helix AI Engineer, Training Performance | Connector & Interconnect Design Engineer","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | State Estimation Engineer - Data Collection Systems | Deployment Engineer (Data Collection) | Demand Planner","Manufacturing Software Test Engineer | Software Engineer, Manufacturing Systems | Deployment Engineer - Commercial Site Team | Software Engineer, Privacy & Data Governance | Deployment Engineer - Commercial Site Team"
official-20-1,"Project Coordinator, Data Quality","{""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"": 3}","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""1f9f2467de3e4708c9577641bda5d53235417f44365da66ec663e0915b9106e5"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""23731858c455419d59ce5792533ec8a179c6327cdadbcf49ea15e73c1c081bba""]",0.0,0.0,,,,"Project Coordinator, Data Quality","Project Coordinator, Data Quality | AI Data Operations Manager | Lead, Data Operations Global Expansion | Data Strategy Associate | Deployment Engineer - Commercial Site Team","Project Coordinator, Data Quality | Data Strategy Associate | Lead, Data Operations Global Expansion | State Estimation Engineer - Data Collection Systems | AI Data Operations Manager","Project Coordinator, Data Quality | Lead, Data Operations Global Expansion | Data Strategy Associate | AI Data Operations Manager | Deployment Engineer (Data Collection)","Project Coordinator, Data Quality | AI Data Operations Manager | Helix Data Creator | Lead, Data Operations Global Expansion | Helix Data Creator"
official-20-2,Own review guidelines and acceptance criteria for your project; handle escalated edge cases that fall outside existing guidance.,"{""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"": 3}","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""1f9f2467de3e4708c9577641bda5d53235417f44365da66ec663e0915b9106e5""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb""]",0.0,0.0,,,,"Project Coordinator, Data Quality","Project Coordinator, Data Quality | Connector & Interconnect Design Engineer | State Estimation Engineer - Data Collection Systems | AI Data Operations Manager | Helix Data Creator","Project Coordinator, Data Quality | Associate General Counsel, Commercial | Lead, Data Operations Global Expansion | Demand Planner | Helix AI Engineer, Training Performance","Project Coordinator, Data Quality | Lead, Data Operations Global Expansion | Connector & Interconnect Design Engineer | State Estimation Engineer - Data Collection Systems | Demand Planner","Project Coordinator, Data Quality | Connector & Interconnect Design Engineer | AI Data Operations Manager | Lead, Data Operations Global Expansion | Data Strategy Associate"
official-20-3,"4+ years of experience in data quality, data labeling operations, or content/data review roles, with demonstrated ownership of a project or workstream end-to-end.","{""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"": 3}","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5""]","[""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c""]",0.0,0.0,,,,"Project Coordinator, Data Quality","Project Coordinator, Data Quality | AI Data Operations Manager | Lead, Data Operations Global Expansion | Data Strategy Associate | Demand Planner","Project Coordinator, Data Quality | State Estimation Engineer - Data Collection Systems | AI Data Operations Manager | Helix AI Engineer, Data Infrastructure | Software Engineer, Manufacturing Systems","Project Coordinator, Data Quality | AI Data Operations Manager | Lead, Data Operations Global Expansion | Data Strategy Associate | Software Engineer, Manufacturing Systems","Project Coordinator, Data Quality | AI Data Operations Manager | Software Engineer, Manufacturing Systems | Data Strategy Associate | Helix AI Engineer, Data Infrastructure"
